year,month,retail_sales,retail_transfers,warehouse_sales
2020,1,4.87,7.0,7.0
2020,1,3.83,4.67,30.0
2020,1,0.0,1.0,6.0
2020,1,0.65,0.0,12.0
2020,1,0.16,1.0,0.0
2020,1,4.51,5.0,10.0
2020,1,3.64,5.0,1.0
2020,1,0.12,0.0,0.0
2020,1,5.82,7.0,0.0
2020,1,1.32,2.0,26.0
2020,1,0.67,0.0,3.0
2020,1,1.91,1.0,4.0
2020,1,0.0,0.0,14.0
2020,1,22.55,26.0,0.0
2020,1,1.07,0.0,4.0
2020,1,0.99,2.0,0.0
2020,1,9.98,16.92,21.0
2020,1,1.36,3.0,0.0
2020,1,14.91,15.0,32.0
2020,1,43.87,51.0,177.75
2020,1,40.23,45.0,3.0
2020,1,50.79,47.92,8.0
2020,1,1.52,0.0,0.0
2020,1,0.82,2.0,2.0
2020,1,0.67,1.0,0.0
2020,1,6.01,12.0,4.0
2020,1,1.48,2.0,16.0
2020,1,1.66,3.0,0.0
2020,1,3.41,0.0,1.0
2020,1,0.24,1.0,2.0
2020,1,5.5,6.0,22.0
2020,1,6.47,2.0,11.0
2020,1,0.32,0.0,1.0
2020,1,13.86,12.0,0.0
2020,1,1.23,1.0,6.0
2020,1,17.42,5.92,3.0
2020,1,1.0,0.0,0.0
2020,1,5.96,7.0,1.0
2020,1,57.65,59.0,0.0
2020,1,1.25,4.0,5.0
2020,1,0.57,1.0,6.0
2020,1,0.24,0.0,3.0
2020,1,2.7,1.0,0.0
2020,1,1.19,1.0,0.0
2020,1,2.58,3.0,2.0
2020,1,11.83,15.0,27.0
2020,1,0.89,3.0,0.0
2020,1,2.58,4.0,1.0
2020,1,14.69,20.0,3.0
2020,1,0.73,0.0,0.0
2020,1,0.98,1.0,0.0
2020,1,2.7,0.0,21.0
2020,1,1.85,1.0,0.0
2020,1,2.54,3.0,0.0
2020,1,4.5,8.0,62.0
2020,1,1.25,0.0,0.0
2020,1,3.33,5.0,2.0
2020,1,0.0,0.0,0.96
2020,1,0.65,1.0,1.0
2020,1,27.75,24.0,9.0
2020,1,5.94,4.0,0.0
2020,1,5.45,4.0,10.0
2020,1,0.0,0.0,21.0
2020,1,5.24,7.0,2.0
2020,1,542.0,0.0,0.0
2020,1,9.16,10.0,4.0
2020,1,0.96,0.0,0.0
2020,1,0.17,0.0,1.0
2020,1,0.0,0.0,827.0
2020,1,0.0,0.0,73.0
2020,1,150.26,139.33,12.0
2020,1,0.92,1.0,2.0
2020,1,0.9,0.0,1.0
2020,1,0.83,1.0,0.0
2020,1,0.33,0.0,1.0
2020,1,3.28,4.0,7.0
2020,1,0.81,0.0,0.0
2020,1,2.84,1.83,4.0
2020,1,0.74,1.0,6.0
2020,1,8.73,0.0,0.0
2020,1,48.16,35.0,1.0
2020,1,8.86,6.0,0.0
2020,1,4.93,4.0,1.0
2020,1,34.23,45.0,92.0
2020,1,14.37,15.83,42.0
2020,1,1.86,2.0,9.0
2020,1,0.0,3.0,0.0
2020,1,6.94,0.0,0.0
2020,1,10.27,10.0,0.0
2020,1,2.67,3.0,2.0
2020,1,26.43,25.0,32.0
2020,1,15.57,16.0,7.0
2020,1,0.12,0.0,1.0
2020,1,13.75,9.0,23.0
2020,1,43.25,41.0,18.0
2020,1,7.07,11.0,19.0
2020,1,0.9,0.0,7.0
2020,1,3.08,3.0,15.0
2020,1,0.0,0.0,234.0
2020,1,1.06,4.0,0.0
2020,1,6.23,9.0,1.0
2020,1,0.08,0.0,5.0
2020,1,14.52,10.92,17.0
2020,1,22.21,25.0,0.0
2020,1,1.81,1.0,1.0
2020,1,11.83,16.0,1.0
2020,1,4.08,5.0,4.0
2020,1,0.33,2.0,0.0
2020,1,16.94,20.0,1.0
2020,1,18.72,15.0,33.0
2020,1,0.0,0.0,62.0
2020,1,5.37,9.0,4.0
2020,1,2.72,8.0,0.0
2020,1,62.03,70.0,5.0
2020,1,0.5,0.0,1.0
2020,1,32.56,35.0,2.0
2020,1,1.9,0.0,0.0
2020,1,0.56,0.0,1.0
2020,1,1.75,2.0,1.0
2020,1,7.5,7.0,76.0
2020,1,14.52,16.92,0.0
2020,1,6.4,7.0,89.0
2020,1,0.73,1.0,6.0
2020,1,6.5,13.0,7.0
2020,1,0.32,0.0,5.0
2020,1,0.16,2.0,0.0
2020,1,0.75,4.0,8.0
2020,1,1.51,1.0,0.0
2020,1,2.28,2.0,0.0
2020,1,31.0,53.0,1143.0
2020,1,0.16,0.0,5.0
2020,1,0.0,0.0,5.75
2020,1,13.68,12.0,14.0
2020,1,2.38,1.0,11.0
2020,1,0.0,0.0,13.5
2020,1,0.0,0.0,22.0
2020,1,3.36,0.0,0.0
2020,1,2.03,0.0,2.0
2020,1,6.94,6.0,39.0
2020,1,2.21,3.0,8.0
2020,1,13.16,13.0,15.0
2020,1,2.0,3.0,4.0
2020,1,4.25,5.0,15.0
2020,1,5.09,5.0,1.0
2020,1,0.08,2.0,0.0
2020,1,2.0,0.0,4.0
2020,1,4.92,6.0,1.0
2020,1,24.06,18.83,1.0
2020,1,9.0,3.0,38.0
2020,1,16.25,16.0,45.0
2020,1,76.0,81.0,657.0
2020,1,1.0,0.0,161.0
2020,1,1.25,1.0,4.0
2020,1,10.0,11.0,166.5
2020,1,0.0,0.0,346.08
2020,1,0.8,0.0,0.0
2020,1,3.75,4.0,5.0
2020,1,1.5,4.0,21.0
2020,1,0.73,2.0,0.0
2020,1,0.0,0.0,32.0
2020,1,2.75,1.0,54.75
2020,1,3.0,3.0,43.0
2020,1,20.78,38.0,82.5
2020,1,4.75,5.0,25.0
2020,1,6.65,10.0,24.0
2020,1,92.75,87.0,1543.0
2020,1,21.58,14.0,87.0
2020,1,2.5,8.0,83.75
2020,1,28.25,34.0,85.0
2020,1,94.57,92.0,422.0
2020,1,3.0,5.0,87.0
2020,1,0.0,0.0,205.0
2020,1,0.0,0.0,68.0
2020,1,1.42,0.0,170.92
2020,1,0.0,0.0,48.0
2020,1,3.54,0.0,0.0
2020,1,3.0,18.0,82.0
2020,1,3.5,2.0,86.5
2020,1,15.51,16.0,0.0
2020,1,0.0,0.0,16.0
2020,1,1.24,1.92,7.0
2020,1,206.04,237.0,617.0
2020,1,1.62,0.0,0.0
2020,1,2.32,0.0,2.0
2020,1,1.5,1.0,0.0
2020,1,1.16,1.0,12.0
2020,1,5.94,6.0,11.92
2020,1,0.0,0.0,53.0
2020,1,4.59,7.0,1.0
2020,1,2.04,4.0,6.0
2020,1,17.28,19.0,1.0
2020,1,0.58,1.0,6.0
2020,1,0.33,1.0,5.0
2020,1,0.75,1.0,22.0
2020,1,4.53,9.0,0.0
2020,1,8.6,9.0,61.0
2020,1,0.5,0.0,6.0
2020,1,0.0,0.0,29.0
2020,1,0.0,0.92,3.0
2020,1,0.24,0.0,13.0
2020,1,0.08,0.0,4.0
2020,1,2.26,2.0,0.0
2020,1,2.5,4.0,43.0
2020,1,4.73,0.0,1.0
2020,1,3.98,1.0,8.0
2020,1,0.25,1.0,2.0
2020,1,0.57,0.0,1.0
2020,1,1.06,1.0,4.0
2020,1,23.0,32.0,363.96
2020,1,2.0,2.0,3488.0
2020,1,0.0,0.0,210.92
2020,1,0.0,0.0,1878.0
2020,1,39.75,45.0,171.0
2020,1,5.92,10.0,15.0
2020,1,0.0,0.0,15.0
2020,1,0.0,0.0,51.0
2020,1,0.0,0.0,141.0
2020,1,12.0,12.0,83.0
2020,1,2.0,0.0,0.0
2020,1,27.5,36.0,28.0
2020,1,0.84,0.0,0.0
2020,1,0.33,1.0,0.0
2020,1,11.75,13.0,37.0
2020,1,4.59,4.0,20.0
2020,1,0.0,0.0,552.83
2020,1,16.79,19.0,153.0
2020,1,76.0,82.0,556.0
2020,1,31.5,57.0,141.0
2020,1,0.0,0.0,1.67
2020,1,679.0,766.0,14408.5
2020,1,0.51,0.0,1.0
2020,1,105.0,69.0,271.0
2020,1,12.5,13.0,80.0
2020,1,0.0,0.0,81.0
2020,1,0.0,0.0,4.92
2020,1,0.08,0.0,22.0
2020,1,0.0,0.0,17.0
2020,1,2.38,1.0,0.0
2020,1,1.3,7.0,2.0
2020,1,1.0,0.0,42.0
2020,1,50.45,49.0,15.0
2020,1,10.62,16.0,102.0
2020,1,4.66,5.0,8.0
2020,1,3.06,5.0,4.0
2020,1,0.0,0.58,3.0
2020,1,3.54,4.0,18.0
2020,1,5.16,6.0,13.0
2020,1,4.95,3.0,9.0
2020,1,0.74,0.0,2.0
2020,1,0.08,0.0,10.0
2020,1,6.64,5.0,2.0
2020,1,5.27,1.0,3.0
2020,1,2.04,0.0,0.0
2020,1,0.85,1.0,0.0
2020,1,16.25,14.0,6.0
2020,1,4.95,21.0,17.0
2020,1,5.58,7.0,1.0
2020,1,6.74,0.0,0.0
2020,1,0.0,1.0,9.0
2020,1,4.93,9.0,2.0
2020,1,0.66,0.0,1.0
2020,1,0.0,0.0,0.92
2020,1,8.1,22.0,0.0
2020,1,5.13,7.0,0.0
2020,1,2.39,8.0,0.0
2020,1,3.62,5.0,0.0
2020,1,4.18,4.0,0.0
2020,1,4.19,2.0,1.0
2020,1,3.89,5.0,0.0
2020,1,33.46,37.0,94.83
2020,1,0.75,0.0,15.0
2020,1,1.51,0.0,0.0
2020,1,1.35,2.0,0.0
2020,1,0.66,1.0,0.0
2020,1,0.89,0.0,0.0
2020,1,5.75,9.0,51.0
2020,1,2.11,3.0,3.0
2020,1,2.5,2.0,10.0
2020,1,3.0,7.0,21.0
2020,1,3.21,3.0,0.0
2020,1,3.36,4.0,7.0
2020,1,3.88,6.0,0.0
2020,1,0.24,2.0,3.0
2020,1,0.17,1.0,21.0
2020,1,1.87,5.0,2.0
2020,1,0.51,1.0,1.0
2020,1,2.08,1.0,0.0
2020,1,0.0,0.0,3.83
2020,1,3.67,6.0,6.0
2020,1,5.21,6.0,18.0
2020,1,3.75,4.0,47.0
2020,1,0.0,0.0,78.0
2020,1,7.79,14.0,76.75
2020,1,0.91,6.0,3.0
2020,1,1.41,6.0,4.0
2020,1,3.5,9.0,17.0
2020,1,0.0,0.0,584.94
2020,1,22.86,24.0,0.0
2020,1,0.56,3.0,19.83
2020,1,0.24,4.0,2.0
2020,1,0.0,4.0,4.0
2020,1,0.9,4.0,2.0
2020,1,1.24,5.0,7.0
2020,1,2.36,3.0,2.0
2020,1,104.4,103.0,488.75
2020,1,2.34,2.0,9.0
2020,1,56.5,60.0,284.0
2020,1,1.02,2.0,0.0
2020,1,55.0,92.0,2765.0
2020,1,2.37,1.0,0.0
2020,1,32.5,35.0,360.0
2020,1,1.5,1.0,21.0
2020,1,3.0,4.0,37.0
2020,1,1.18,2.0,0.0
2020,1,0.75,2.0,43.0
2020,1,2.25,3.0,81.0
2020,1,1.8,4.0,17.0
2020,1,4.92,9.0,0.0
2020,1,0.0,0.0,46.96
2020,1,5.11,5.0,0.0
2020,1,7.95,5.0,0.0
2020,1,6.62,14.0,0.0
2020,1,2.7,0.0,0.0
2020,1,10.57,12.0,558.58
2020,1,31.85,36.0,0.0
2020,1,14.11,14.0,0.0
2020,1,4.07,4.0,0.0
2020,1,0.0,0.0,314.92
2020,1,11.56,12.0,0.0
2020,1,38.67,13.67,0.0
2020,1,0.0,0.0,61.0
2020,1,46.15,53.0,101.0
2020,1,16.86,19.0,0.0
2020,1,7.97,6.0,0.0
2020,1,15.0,18.0,18.0
2020,1,2.37,2.0,0.0
2020,1,1.35,5.0,0.0
2020,1,0.0,0.0,178.0
2020,1,2.02,1.0,0.0
2020,1,2.21,0.0,0.0
2020,1,1.92,4.0,0.0
2020,1,15.05,3.0,0.0
2020,1,681.0,687.0,5940.0
2020,1,1.19,8.0,0.0
2020,1,2.88,8.0,0.0
2020,1,11.0,15.0,2.0
2020,1,0.08,4.0,0.0
2020,1,12.84,26.0,0.0
2020,1,2.71,1.0,1.0
2020,1,36.15,40.0,0.0
2020,1,11.55,14.0,19.0
2020,1,14.45,12.0,14.0
2020,1,359.0,370.0,1063.0
